timestamp;programme;machine_learning;information_retrieval;statistics;databases;gender;chatgpt;birthday;student_estimate;stress;sports;random_number;bedtime;good_day_1;good_day_2;age
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;2003-06-25;450.0;50.0;8.0;7.0;23:00;Good food ;Nobody dies ;21.0
2025-04-01 12:19:00;Computational Science;yes;no;yes;no;female;not willing to say;2000-08-25;150.0;98.0;0.0;23.0;04:00;no course;鲜锅兔;24.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;male;not willing to say;2000-12-23;400.0;10.0;8.0;9.0;01:00;Nice weather;Free time;24.0
2025-04-01 12:19:00;Computer Science;yes;yes;unknown;yes;male;not willing to say;2000-01-30;300.0;40.0;12.0;4.0;01:00;Good food;Good weather;25.0
2025-04-01 12:19:00;Bioinformatics;yes;no;yes;no;female;yes;2002-01-20;350.0;30.0;2.0;9.0;22:30;Food;More food;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;1900-01-23;380.0;23.0;3.0;39587.0;00:30;Good food;Talking to friends;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;male;not willing to say;1998-01-01;500.0;70.0;2.0;7.0;23:00;Good food;Good sleep;27.0
2025-04-01 12:19:00;Bioinformatics;yes;no;yes;no;male;yes;;240.0;65.0;4.0;35.0;02:00;Cola;Gaming;23.0
2025-04-01 12:19:00;Artificial Intelligence;no;no;yes;no;male;not willing to say;2005-09-01;400.0;40.0;3.0;60000000.0;02:00;Productivity;Friends;19.0
2025-04-01 12:19:00;Econometrics;yes;yes;no;yes;male;not willing to say;;220.0;22.0;9.0;18.0;02:00;Sun;Sun;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;2002-08-11;253.0;55.0;4.0;21.0;01:00;Sun ;Laughter ;22.0
2025-04-01 12:19:00;Business Analytics;yes;yes;yes;yes;male;yes;2025-09-29;300.0;25.0;11.0;3,89E+39;23:30;Personal record in the gym;Good food;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;no;yes;unknown;female;yes;2002-05-05;280.0;20.0;7.0;93.0;00:00;That I feel content and happy;Doing something ;22.0
2025-04-01 12:19:00;Computer Science;no;yes;no;no;male;yes;2001-10-04;230.0;8.0;6.0;88.0;01:30;Good food;Girlfriend;23.0
2025-04-01 12:19:00;Business Analytics;yes;yes;yes;yes;other;yes;1900-01-28;450.0;40.0;4.0;576435000000.0;22:00;Cooking;Sun;23.0
2025-04-01 12:19:00;Artificial Intelligence;no;no;yes;yes;female;yes;2001-10-04;200.0;20.0;8.0;9.0;00:00;Good sleep;Friends;23.0
2025-04-01 12:19:00;Artificial Intelligence;no;no;no;no;male;yes;2001-07-13;350.0;60.0;6.0;7.0;23:00;Good weather;Great food;23.0
2025-04-01 12:19:00;Finance;yes;no;no;no;male;yes;1900-01-13;550.0;65.0;2.0;7.0;00:00;Good Breakfast;Completing targetted task;23.0
2025-04-01 12:19:00;Econometrics;yes;no;no;no;male;yes;2025-01-19;425.0;20.0;3.0;17.0;00:30;Sleep;Meditation;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2003-01-03;300.0;15.0;9.0;35723490856.0;23:00;Sports;Time with friends;22.0
2025-04-01 12:19:00;Bioinformatics;yes;no;yes;unknown;female;not willing to say;2002-10-09;350.0;70.0;4.0;10.0;00:30;having chocolate;Sun :));22.0
2025-04-01 12:19:00;Artificial Intelligence;no;no;unknown;yes;female;yes;2000-08-28;500.0;70.0;1.0;2.0;00:30;The sun;Good food;24.0
2025-04-01 12:19:00;Business Analytics;yes;yes;yes;yes;male;yes;2003-11-14;350.0;15.0;10.0;2,57E+48;23:30;Banana;Apple;21.0
2025-04-01 12:19:00;Computer Science;yes;no;yes;yes;male;yes;;250.0;10.0;2.0;1683.0;01:30;Not having to wake up early;yes;23.0
2025-04-01 12:19:00;Econometrics;no;unknown;yes;no;female;not willing to say;;200.0;60.0;3.0;13.0;23:30;Sun;Rest;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;unknown;yes;yes;female;yes;2025-07-13;100.0;77.0;0.0;137.0;05:00;Enough sleep;Good food;23.0
2025-04-01 12:19:00;Computer Science;yes;yes;yes;yes;male;not willing to say;2000-01-01;350.0;40.0;2.0;2147483649.0;03:00;🤔;🤷‍♂️;25.0
2025-04-01 12:19:00;Computer Science;unknown;no;yes;yes;male;no;;180.0;58.0;4.0;42.0;01:00;Coffee;Science;23.0
2025-04-01 12:19:00;Business Analytics;yes;yes;unknown;yes;female;yes;2002-05-18;200.0;65.0;4.0;2.0;23:30;Sunny weather;Good food;22.0
2025-04-01 12:19:00;Bioinformatics;yes;no;unknown;no;male;not willing to say;2001-01-10;350.0;47.0;5.0;57.0;00:30;Sun;Friends;24.0
2025-04-01 12:19:00;Bioinformatics;yes;no;yes;no;female;yes;2000-12-07;220.0;63.0;5.0;78.0;22:30;Sun;Friends;24.0
2025-04-01 12:19:00;Artificial Intelligence;yes;no;yes;yes;female;yes;2003-08-19;230.0;80.0;4.0;4678.0;23:30;a good breakfast ;good sleep;21.0
2025-04-01 12:19:00;Econometrics;yes;yes;no;yes;female;yes;2003-10-02;458.0;70.0;1.0;47.0;00:30;Sun;Family;21.0
2025-04-01 12:19:00;Econometrics;yes;no;yes;no;male;yes;;350.0;69.0;4.0;52739.0;01:30;Hanging out with friends;Being productive;23.0
2025-04-01 12:19:00;Artificial Intelligence;no;no;unknown;yes;male;yes;2003-03-02;210.0;50.0;2.0;74.0;01:00;Boardgames with friends;Dinner with family;22.0
2025-04-01 12:19:00;Computer Science;no;no;yes;no;male;yes;2025-06-16;150.0;85.0;10.0;14.0;01:00;Good weather;Stock trading profit;23.0
2025-04-01 12:19:00;Other;yes;no;no;no;male;yes;;234.0;75.0;4.0;9.0;04:30;A fieldtrip with friends;A sunny picnic;23.0
2025-04-01 12:19:00;Business Analytics;yes;no;yes;yes;male;yes;2000-10-22;450.0;100.0;0.0;18.0;05:00;Sunshine ;Good food;24.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;no;yes;female;yes;;400.0;75.0;3.0;573.0;02:00;Nice food;Seeing friends;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;no;no;male;not willing to say;2000-07-22;300.0;61.0;6.0;1999.0;00:00;Good food;Fun people;24.0
2025-04-01 12:19:00;Artificial Intelligence;yes;unknown;yes;yes;male;yes;2025-11-26;420.0;20.0;12.0;81.0;23:00;Doing sports;Meeting friends;23.0
2025-04-01 12:19:00;Econometrics;yes;unknown;yes;yes;female;yes;2001-01-01;320.0;40.0;0.0;7.0;04:00;Sleep in;Free;24.0
2025-04-01 12:19:00;Computer Science;no;no;yes;yes;female;yes;2000-04-19;450.0;5.0;10.0;7.0;01:00;being outside in the sun;eating good food;24.0
2025-04-01 12:19:00;Econometrics;yes;yes;no;no;male;not willing to say;2001-11-12;150.0;10.0;10.0;1000000.0;01:00;Nice weather;Nice friends;23.0
2025-04-01 12:19:00;Econometrics;yes;no;yes;yes;female;yes;1999-01-21;400.0;2.0;5.0;6.0;21:30;Peace of mind;Good food;26.0
2025-04-01 12:19:00;Bioinformatics;yes;no;no;yes;male;yes;2001-07-16;500.0;20.0;5.0;3748.0;23:30;Play fieldhockey;Enjoy the weather;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;no;yes;male;yes;2025-02-22;350.0;69.0;14.0;69.0;02:00;Finding a big bag of money (never happens);Petting a cat;23.0
2025-04-01 12:19:00;Computer Science;yes;yes;yes;yes;female;yes;2000-01-01;450.0;70.0;2.0;89.0;00:30;enough sleep time;sun;25.0
2025-04-01 12:19:00;Bioinformatics;yes;no;yes;no;male;yes;1999-10-08;450.0;8.0;5.0;69.0;02:30;Friends;No school;25.0
2025-04-01 12:19:00;Artificial Intelligence;yes;no;yes;yes;female;yes;2003-09-22;330.0;40.0;3.0;18.0;01:00;Nice weather;Seeing my loved ones ;21.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;male;yes;2003-02-12;387.0;2.0;13.0;73.0;01:00;snorkeling;eating;22.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;2002-11-19;300.0;20.0;4.0;87.0;00:00;Reading;F1;22.0
2025-04-01 12:19:00;Artificial Intelligence;yes;no;yes;no;female;yes;;380.0;50.0;8.0;2115.0;00:00;good, sunny weather;spending time with my friends;23.0
2025-04-01 12:19:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;2002-10-07;500.0;85.0;3.0;15.0;00:30;Seeing friends;No academic stress;22.0
2025-04-01 12:19:00;Econometrics;yes;no;no;yes;female;yes;2002-10-10;350.0;70.0;1.0;2.0;21:30;Sunny weather;Good food;22.0
2025-04-01 12:20:00;Artificial Intelligence;yes;yes;no;no;male;yes;1992-02-17;400.0;33.0;2.0;9277466.0;00:30;Baking;Hiking;33.0
2025-04-01 12:20:00;Artificial Intelligence;yes;yes;yes;yes;female;yes;2000-01-20;350.0;20.0;3.0;4.0;23:00;Seeing my friends;Sunny weather;25.0
2025-04-01 12:20:00;Artificial Intelligence;yes;no;yes;no;male;yes;;380.0;40.0;2.0;947362.0;21:30;Chocolate ;Sun;23.0
2025-04-01 12:20:00;Artificial Intelligence;yes;yes;no;yes;male;yes;2003-06-05;320.0;15.0;7.0;69.0;23:30;Good weather ;Company ;21.0
2025-04-01 12:20:00;Computer Science;no;no;unknown;yes;male;not willing to say;2000-02-20;520.0;50.0;10.0;123.0;22:00;sun;wind;25.0
2025-04-01 12:20:00;Other;yes;yes;unknown;yes;female;yes;;450.0;69.0;6.0;19898901.0;01:00;Music;Reading;23.0
2025-04-01 12:20:00;Other;yes;yes;yes;yes;male;yes;2001-09-05;350.0;99.0;5.0;3951.0;01:00;No nearing deadlines;Good weather;23.0
2025-04-01 12:20:00;Artificial Intelligence;no;yes;yes;yes;male;yes;1905-06-25;550.0;40.0;0.0;0.0;04:00;Free time;I get a lot done;23.0
2025-04-01 12:20:00;Computer Science;yes;yes;yes;yes;male;not willing to say;2127-04-01;460.0;60.0;5.0;56.0;01:30;Good gym session ;Sun and a chest PR;23.0
2025-04-01 12:21:00;Computer Science;yes;no;no;yes;male;not willing to say;2003-01-09;300.0;35.0;5.0;69.0;02:00;beer in the sun;2 beers in the sun;22.0
2025-04-01 12:21:00;Computer Science;yes;yes;yes;yes;female;yes;2002-08-27;450.0;75.0;5.0;88.0;23:30;Have free time to chill;Smoke;22.0
2025-04-01 12:21:00;Computational Science;no;no;yes;yes;male;no;2001-05-02;200.0;45.0;1.0;42.0;02:00;not wake up tired;get at least one thing done;23.0
