timestamp;programme;machine_learning;information_retrieval;statistics;databases;gender;chatgpt;birthday;student_estimate;stress;sports;random_number;bedtime;good_day_1;good_day_2
04/01/2025 12:19;Computer Science;no;yes;no;no;male;yes;04/10/2001;230.0;8.0;6.0;88.0;01:30;Good food;Girlfriend
04/01/2025 12:19;Business Analytics;yes;yes;yes;yes;other;yes;28/01/1900;450.0;40.0;4.0;576435000000.0;22:00;Cooking;Sun
04/01/2025 12:19;Artificial Intelligence;no;no;yes;yes;female;yes;04/10/2001;200.0;20.0;8.0;9.0;00:00;Good sleep;Friends
04/01/2025 12:19;Artificial Intelligence;no;no;no;no;male;yes;13/07/2001;350.0;60.0;6.0;7.0;23:00;Good weather;Great food
04/01/2025 12:19;Finance;yes;no;no;no;male;yes;13/01/1900;550.0;65.0;2.0;7.0;00:00;Good Breakfast;Completing targetted task
04/01/2025 12:19;Econometrics;yes;no;no;no;male;yes;19/01/2025;425.0;20.0;3.0;17.0;00:30;Sleep;Meditation
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;male;yes;03/01/2003;300.0;15.0;9.0;35723490856.0;23:00;Sports;Time with friends
04/01/2025 12:19;Bioinformatics;yes;no;yes;unknown;female;not willing to say;09/10/2002;350.0;70.0;4.0;10.0;00:30;having chocolate;Sun :))
04/01/2025 12:19;Artificial Intelligence;no;no;unknown;yes;female;yes;28/08/2000;500.0;70.0;1.0;2.0;00:30;The sun;Good food
04/01/2025 12:19;Business Analytics;yes;yes;yes;yes;male;yes;14/11/2003;350.0;15.0;10.0;2,57E+48;23:30;Banana;Apple
04/01/2025 12:19;Computer Science;yes;no;yes;yes;male;yes;October;250.0;10.0;2.0;1683.0;01:30;Not having to wake up early;yes
04/01/2025 12:19;Econometrics;no;unknown;yes;no;female;not willing to say;June ;200.0;60.0;3.0;13.0;23:30;Sun;Rest
04/01/2025 12:19;Artificial Intelligence;yes;unknown;yes;yes;female;yes;13/07/2025;100.0;77.0;0.0;137.0;05:00;Enough sleep;Good food
04/01/2025 12:19;Computer Science;yes;yes;yes;yes;male;not willing to say;01/01/2000;-9999.0;;2.0;2147483649.0;03:00;🤔;🤷‍♂️
04/01/2025 12:19;Computer Science;unknown;no;yes;yes;male;no;When I was born;180.0;58.0;4.0;42.0;01:00;Coffee;Science
04/01/2025 12:19;Business Analytics;yes;yes;unknown;yes;female;yes;18/05/2002;200.0;65.0;4.0;2.0;23:30;Sunny weather;Good food
04/01/2025 12:19;Bioinformatics;yes;no;unknown;no;male;not willing to say;10/01/2001;350.0;47.0;5.0;57.0;00:30;Sun;Friends
04/01/2025 12:19;Bioinformatics;yes;no;yes;no;female;yes;07/12/2000;220.0;63.0;5.0;78.0;22:30;Sun;Friends
04/01/2025 12:19;Artificial Intelligence;yes;no;yes;yes;female;yes;19/08/2003;230.0;80.0;4.0;4678.0;23:30;a good breakfast ;good sleep
04/01/2025 12:19;Econometrics;yes;yes;no;yes;female;yes;02/10/2003;458.0;70.0;1.0;47.0;00:30;Sun;Family
04/01/2025 12:19;Econometrics;yes;no;yes;no;male;yes;April 9th;350.0;69.0;4.0;52739.0;01:30;Hanging out with friends;Being productive
04/01/2025 12:19;Artificial Intelligence;no;no;unknown;yes;male;yes;02/03/2003;210.0;50.0;2.0;74.0;01:00;Boardgames with friends;Dinner with family
04/01/2025 12:19;Computer Science;no;no;yes;no;male;yes;16/06/2025;150.0;85.0;10.0;14.0;01:00;Good weather;Stock trading profit
04/01/2025 12:19;Other;yes;no;no;no;male;yes;9th of July;234.0;75.0;4.0;9.0;04:30;A fieldtrip with friends;A sunny picnic
04/01/2025 12:19;Business Analytics;yes;no;yes;yes;male;yes;22/10/2000;450.0;100.0;0.0;18.0;05:00;Sunshine ;Good food
04/01/2025 12:19;Artificial Intelligence;yes;yes;no;yes;female;yes;October 1st 2002;400.0;75.0;3.0;573.0;02:00;Nice food;Seeing friends
04/01/2025 12:19;Artificial Intelligence;yes;yes;no;no;male;not willing to say;22/07/2000;300.0;61.0;6.0;1999.0;00:00;Good food;Fun people
04/01/2025 12:19;Artificial Intelligence;yes;unknown;yes;yes;male;yes;26/11/2025;420.0;20.0;12.0;81.0;23:00;Doing sports;Meeting friends
04/01/2025 12:19;Econometrics;yes;unknown;yes;yes;female;yes;01/01/2001;320.0;40.0;0.0;7.0;04:00;Sleep in;Free
04/01/2025 12:19;Computer Science;no;no;yes;yes;female;yes;19/04/2000;450.0;5.0;10.0;7.0;01:00;being outside in the sun;eating good food
04/01/2025 12:19;Econometrics;yes;yes;no;no;male;not willing to say;12/11/2001;150.0;10.0;10.0;1000000.0;01:00;Nice weather;Nice friends
04/01/2025 12:19;Econometrics;yes;no;yes;yes;female;yes;21/01/1999;400.0;2.0;5.0;6.0;21:30;Peace of mind;Good food
04/01/2025 12:19;Bioinformatics;yes;no;no;yes;male;yes;16/07/2001;500.0;20.0;5.0;3748.0;23:30;Play fieldhockey;Enjoy the weather
04/01/2025 12:19;Artificial Intelligence;yes;yes;no;yes;male;yes;22/02/2025;10000.0;69.0;14.0;69.0;02:00;Finding a big bag of money (never happens);Petting a cat
04/01/2025 12:19;Computer Science;yes;yes;yes;yes;female;yes;01/01/2000;450.0;70.0;2.0;89.0;00:30;enough sleep time;sun
04/01/2025 12:19;Bioinformatics;yes;no;yes;no;male;yes;08/10/1999;450.0;8.0;5.0;69.0;02:30;Friends;No school
04/01/2025 12:19;Artificial Intelligence;yes;no;yes;yes;female;yes;22/09/2003;330.0;40.0;3.0;18.0;01:00;Nice weather;Seeing my loved ones 
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;male;yes;12/02/2003;387.0;2.0;13.0;73.0;01:00;snorkeling;eating
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;female;yes;19/11/2002;300.0;20.0;4.0;87.0;00:00;Reading;F1
04/01/2025 12:19;Artificial Intelligence;yes;no;yes;no;female;yes;24.01.;380.0;50.0;8.0;2115.0;00:00;good, sunny weather;spending time with my friends
04/01/2025 12:19;Artificial Intelligence;yes;yes;yes;yes;female;yes;07/10/2002;500.0;85.0;3.0;15.0;00:30;Seeing friends;No academic stress
04/01/2025 12:19;Econometrics;yes;no;no;yes;female;yes;10/10/2002;350.0;70.0;1.0;2.0;21:30;Sunny weather;Good food
04/01/2025 12:20;Artificial Intelligence;yes;yes;no;no;male;yes;17/02/1992;400.0;33.0;2.0;9277466.0;00:30;Baking;Hiking
04/01/2025 12:20;Artificial Intelligence;yes;yes;yes;yes;female;yes;20/01/2000;350.0;20.0;3.0;4.0;23:00;Seeing my friends;Sunny weather
04/01/2025 12:20;Artificial Intelligence;yes;no;yes;no;male;yes;08.09;380.0;40.0;2.0;947362.0;21:30;Chocolate ;Sun
04/01/2025 12:20;Artificial Intelligence;yes;yes;no;yes;male;yes;05/06/2003;320.0;15.0;7.0;69.0;23:30;Good weather ;Company 
04/01/2025 12:20;Computer Science;no;no;unknown;yes;male;not willing to say;20/02/2000;520.0;50.0;10.0;123.0;22:00;sun;wind
04/01/2025 12:20;Other;yes;yes;unknown;yes;female;yes;/;450.0;69.0;6.0;19898901.0;01:00;Music;Reading
04/01/2025 12:20;Other;yes;yes;yes;yes;male;yes;05/09/2001;350.0;99.0;5.0;3951.0;01:00;No nearing deadlines;Good weather
04/01/2025 12:20;Artificial Intelligence;no;yes;yes;yes;male;yes;25/06/1905;550.0;40.0;0.0;0.0;04:00;Free time;I get a lot done
04/01/2025 12:20;Computer Science;yes;yes;yes;yes;male;not willing to say;01/04/2127;460.0;60.0;5.0;56.0;01:30;Good gym session ;Sun and a chest PR
04/01/2025 12:21;Computer Science;yes;no;no;yes;male;not willing to say;09/01/2003;300.0;35.0;5.0;69.0;02:00;beer in the sun;2 beers in the sun
04/01/2025 12:21;Computer Science;yes;yes;yes;yes;female;yes;27/08/2002;450.0;75.0;5.0;88.0;23:30;Have free time to chill;Smoke
04/01/2025 12:21;Computational Science;no;no;yes;yes;male;no;02/05/2001;200.0;45.0;1.0;42.0;02:00;not wake up tired;get at least one thing done
